name	address	section	ghidra_type	len	c_declaration	value	defined_in
DAT_001af9e0	0x1af9e0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001af9e0 asm("DAT_001af9e0");	0x3e000000	data.s
DAT_001af9ec	0x1af9ec	__TEXT,__const	-	-	extern unsigned char DAT_001af9ec asm("DAT_001af9ec");	0x3f800000	data.s
DAT_001af9fc	0x1af9fc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001af9fc asm("DAT_001af9fc");	0x04040404	data.s
DAT_001afa00	0x1afa00	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa00 asm("DAT_001afa00");	0x00010203	data.s
DAT_001afa04	0x1afa04	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa04 asm("DAT_001afa04");	0x01010100	data.s
DAT_001afa08	0x1afa08	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa08 asm("DAT_001afa08");	0x00000000	data.s
DAT_001afa0c	0x1afa0c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa0c asm("DAT_001afa0c");	0x00010203	data.s
DAT_001afa14	0x1afa14	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa14 asm("DAT_001afa14");	0x01010101	data.s
DAT_001afa18	0x1afa18	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afa18 asm("DAT_001afa18");	0x00000000	data.s
DAT_001afedc	0x1afedc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afedc asm("DAT_001afedc");	0x04040404	data.s
UNK_001afee0	0x1afee0	__TEXT,__const	undefined4	4	extern unsigned int UNK_001afee0 asm("UNK_001afee0");	0x00010101	data.s
DAT_001afee4	0x1afee4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afee4 asm("DAT_001afee4");	0x00000000	data.s
DAT_001afee8	0x1afee8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afee8 asm("DAT_001afee8");	0x00000000	data.s
DAT_001afeec	0x1afeec	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afeec asm("DAT_001afeec");	0x00000000	data.s
DAT_001afef0	0x1afef0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afef0 asm("DAT_001afef0");	0x00010101	data.s
DAT_001afef4	0x1afef4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afef4 asm("DAT_001afef4");	0x00010203	data.s
DAT_001afef8	0x1afef8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afef8 asm("DAT_001afef8");	0x01010101	data.s
DAT_001aff08	0x1aff08	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff08 asm("DAT_001aff08");	0x00000000	data.s
DAT_001aff0c	0x1aff0c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff0c asm("DAT_001aff0c");	0x00000000	data.s
DAT_001aff48	0x1aff48	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff48 asm("DAT_001aff48");	0x00000000	data.s
DAT_001aff4c	0x1aff4c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff4c asm("DAT_001aff4c");	0x3e000000	data.s
DAT_001aff50	0x1aff50	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff50 asm("DAT_001aff50");	0x3e800000	data.s
UNK_001aff54	0x1aff54	__TEXT,__const	-	-	extern unsigned char UNK_001aff54 asm("UNK_001aff54");	0x3f000000	data.s
DAT_001aff68	0x1aff68	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff68 asm("DAT_001aff68");	0x00000000	data.s
DAT_001aff74	0x1aff74	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff74 asm("DAT_001aff74");	0xbf800000	data.s
DAT_001aff9c	0x1aff9c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001aff9c asm("DAT_001aff9c");	0x00010203	data.s
DAT_001affa0	0x1affa0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affa0 asm("DAT_001affa0");	0x04040404	data.s
DAT_001affa4	0x1affa4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affa4 asm("DAT_001affa4");	0x03030303	data.s
DAT_001affb0	0x1affb0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affb0 asm("DAT_001affb0");	0x00000000	data.s
DAT_001affb8	0x1affb8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affb8 asm("DAT_001affb8");	0x00010203	data.s
DAT_001affbc	0x1affbc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affbc asm("DAT_001affbc");	0x04040404	data.s
DAT_001affc0	0x1affc0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affc0 asm("DAT_001affc0");	0x0000001b	data.s
DAT_001affc4	0x1affc4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affc4 asm("DAT_001affc4");	0x00000009	data.s
DAT_001affc8	0x1affc8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affc8 asm("DAT_001affc8");	0x00000003	data.s
DAT_001affcc	0x1affcc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affcc asm("DAT_001affcc");	0x00000028	data.s
DAT_001affd0	0x1affd0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affd0 asm("DAT_001affd0");	0x04040404	data.s
UNK_001affd4	0x1affd4	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affd4 asm("UNK_001affd4");	0x00000000	data.s
DAT_001affd8	0x1affd8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001affd8 asm("DAT_001affd8");	0x00010203	data.s
UNK_001affdc	0x1affdc	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affdc asm("UNK_001affdc");	0x00040404	data.s
UNK_001affe0	0x1affe0	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affe0 asm("UNK_001affe0");	0x00010203	data.s
UNK_001affe4	0x1affe4	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affe4 asm("UNK_001affe4");	0x00000000	data.s
UNK_001affe8	0x1affe8	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affe8 asm("UNK_001affe8");	0x01010101	data.s
UNK_001affec	0x1affec	__TEXT,__const	undefined4	4	extern unsigned int UNK_001affec asm("UNK_001affec");	0xffffffff	data.s
UNK_001afff0	0x1afff0	__TEXT,__const	undefined4	4	extern unsigned int UNK_001afff0 asm("UNK_001afff0");	0xffffffff	data.s
UNK_001afff4	0x1afff4	__TEXT,__const	undefined4	4	extern unsigned int UNK_001afff4 asm("UNK_001afff4");	0xffffffff	data.s
UNK_001afff8	0x1afff8	__TEXT,__const	undefined4	4	extern unsigned int UNK_001afff8 asm("UNK_001afff8");	0xffffffff	data.s
DAT_001afffc	0x1afffc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001afffc asm("DAT_001afffc");	0x01010101	data.s
DAT_001b0000	0x1b0000	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0000 asm("DAT_001b0000");	0x04040404	data.s
DAT_001b0004	0x1b0004	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0004 asm("DAT_001b0004");	0x00010203	data.s
DAT_001b0008	0x1b0008	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0008 asm("DAT_001b0008");	0x00000000	data.s
DAT_001b000c	0x1b000c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b000c asm("DAT_001b000c");	0x00000001	data.s
DAT_001b0010	0x1b0010	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0010 asm("DAT_001b0010");	0x01010100	data.s
DAT_001b0014	0x1b0014	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0014 asm("DAT_001b0014");	0x01010101	data.s
UNK_001b0018	0x1b0018	__TEXT,__const	undefined4	4	extern unsigned int UNK_001b0018 asm("UNK_001b0018");	0x03030303	data.s
DAT_001b001c	0x1b001c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b001c asm("DAT_001b001c");	0x00000000	data.s
DAT_001b0020	0x1b0020	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0020 asm("DAT_001b0020");	0x01010101	data.s
DAT_001b0024	0x1b0024	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0024 asm("DAT_001b0024");	0x01010100	data.s
DAT_001b0028	0x1b0028	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0028 asm("DAT_001b0028");	0x01010100	data.s
DAT_001b002c	0x1b002c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b002c asm("DAT_001b002c");	0x01010001	data.s
DAT_001b0030	0x1b0030	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0030 asm("DAT_001b0030");	0x01000101	data.s
DAT_001b0034	0x1b0034	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0034 asm("DAT_001b0034");	0x00010101	data.s
DAT_001b0038	0x1b0038	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0038 asm("DAT_001b0038");	0x04040404	data.s
DAT_001b003c	0x1b003c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b003c asm("DAT_001b003c");	0x00010203	data.s
DAT_001b0040	0x1b0040	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0040 asm("DAT_001b0040");	0x00000000	data.s
DAT_001b0044	0x1b0044	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0044 asm("DAT_001b0044");	0x01010101	data.s
DAT_001b0048	0x1b0048	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0048 asm("DAT_001b0048");	0x01010101	data.s
DAT_001b004c	0x1b004c	__TEXT,__const	undefined4	4	extern unsigned char DAT_001b004c asm("DAT_001b004c");	0x00010203	data.s
DAT_001b0050	0x1b0050	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0050 asm("DAT_001b0050");	0x04040404	data.s
DAT_001b0054	0x1b0054	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0054 asm("DAT_001b0054");	0x01010100	data.s
DAT_001b0058	0x1b0058	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0058 asm("DAT_001b0058");	0x00010101	data.s
DAT_001b005c	0x1b005c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b005c asm("DAT_001b005c");	0x00000000	data.s
DAT_001b0060	0x1b0060	__TEXT,__const	-	-	extern unsigned char DAT_001b0060 asm("DAT_001b0060");	0x00000000	data.s
DAT_001b0160	0x1b0160	__TEXT,__const	-	-	extern unsigned char DAT_001b0160 asm("DAT_001b0160");	0x01020003	data.s
DAT_001b0170	0x1b0170	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0170 asm("DAT_001b0170");	0x00000000	data.s
DAT_001b0174	0x1b0174	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0174 asm("DAT_001b0174");	0x01010101	data.s
DAT_001b017c	0x1b017c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b017c asm("DAT_001b017c");	0x01010101	data.s
DAT_001b0180	0x1b0180	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0180 asm("DAT_001b0180");	0x00000000	data.s
DAT_001b0184	0x1b0184	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0184 asm("DAT_001b0184");	0x00000000	data.s
DAT_001b0188	0x1b0188	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0188 asm("DAT_001b0188");	0x00000000	data.s
DAT_001b018c	0x1b018c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b018c asm("DAT_001b018c");	0x00000000	data.s
DAT_001b0190	0x1b0190	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0190 asm("DAT_001b0190");	0x00000000	data.s
DAT_001b0194	0x1b0194	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0194 asm("DAT_001b0194");	0x01010101	data.s
DAT_001b0198	0x1b0198	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0198 asm("DAT_001b0198");	0x01010101	data.s
UNK_001b019c	0x1b019c	__TEXT,__const	undefined4	4	extern unsigned int UNK_001b019c asm("UNK_001b019c");	0x00000000	data.s
DAT_001b01a0	0x1b01a0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01a0 asm("DAT_001b01a0");	0x04040404	data.s
DAT_001b01a4	0x1b01a4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01a4 asm("DAT_001b01a4");	0x00010203	data.s
DAT_001b01a8	0x1b01a8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01a8 asm("DAT_001b01a8");	0x00000000	data.s
DAT_001b01ac	0x1b01ac	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01ac asm("DAT_001b01ac");	0x00010203	data.s
DAT_001b01b0	0x1b01b0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01b0 asm("DAT_001b01b0");	0x00000000	data.s
DAT_001b01b4	0x1b01b4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01b4 asm("DAT_001b01b4");	0x01010101	data.s
DAT_001b01b8	0x1b01b8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01b8 asm("DAT_001b01b8");	0x04040404	data.s
DAT_001b01bc	0x1b01bc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01bc asm("DAT_001b01bc");	0x00010203	data.s
DAT_001b01c0	0x1b01c0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01c0 asm("DAT_001b01c0");	0x00000001	data.s
DAT_001b01c4	0x1b01c4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01c4 asm("DAT_001b01c4");	0x00000001	data.s
DAT_001b01c8	0x1b01c8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01c8 asm("DAT_001b01c8");	0x00000001	data.s
DAT_001b01cc	0x1b01cc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01cc asm("DAT_001b01cc");	0x00000001	data.s
DAT_001b01d0	0x1b01d0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01d0 asm("DAT_001b01d0");	0x01010101	data.s
DAT_001b01d4	0x1b01d4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01d4 asm("DAT_001b01d4");	0x01010100	data.s
DAT_001b01d8	0x1b01d8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01d8 asm("DAT_001b01d8");	0x00010203	data.s
DAT_001b01dc	0x1b01dc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01dc asm("DAT_001b01dc");	0x04040404	data.s
DAT_001b01e0	0x1b01e0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01e0 asm("DAT_001b01e0");	0x00000000	data.s
DAT_001b01e4	0x1b01e4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01e4 asm("DAT_001b01e4");	0x00000000	data.s
DAT_001b01e8	0x1b01e8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01e8 asm("DAT_001b01e8");	0x00000000	data.s
DAT_001b01ec	0x1b01ec	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01ec asm("DAT_001b01ec");	0x00000000	data.s
DAT_001b01f0	0x1b01f0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01f0 asm("DAT_001b01f0");	0x00000000	data.s
DAT_001b01f4	0x1b01f4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01f4 asm("DAT_001b01f4");	0x00000000	data.s
DAT_001b01f8	0x1b01f8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01f8 asm("DAT_001b01f8");	0x3f800000	data.s
DAT_001b01fc	0x1b01fc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b01fc asm("DAT_001b01fc");	0x3f800000	data.s
DAT_001b0200	0x1b0200	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0200 asm("DAT_001b0200");	0x3f800000	data.s
DAT_001b0204	0x1b0204	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0204 asm("DAT_001b0204");	0x3f800000	data.s
UNK_001b0208	0x1b0208	__TEXT,__const	undefined4	4	extern unsigned int UNK_001b0208 asm("UNK_001b0208");	0x00010203	data.s
UNK_001b020c	0x1b020c	__TEXT,__const	undefined4	4	extern unsigned int UNK_001b020c asm("UNK_001b020c");	0x03030303	data.s
DAT_001b0210	0x1b0210	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0210 asm("DAT_001b0210");	0x01010100	data.s
DAT_001b0214	0x1b0214	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0214 asm("DAT_001b0214");	0x01010001	data.s
DAT_001b0218	0x1b0218	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0218 asm("DAT_001b0218");	0x01000101	data.s
DAT_001b021c	0x1b021c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b021c asm("DAT_001b021c");	0x00010101	data.s
DAT_001b0220	0x1b0220	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0220 asm("DAT_001b0220");	0x00010203	data.s
DAT_001b0224	0x1b0224	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b0224 asm("DAT_001b0224");	0x04040404	data.s
DAT_001b0228	0x1b0228	__TEXT,__const	undefined1	1	extern unsigned char DAT_001b0228 asm("DAT_001b0228");	0x00010203	data.s
DAT_001b023c	0x1b023c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b023c asm("DAT_001b023c");	0x01010100	data.s
DAT_001b0240	0x1b0240	__TEXT,__const	-	-	extern unsigned char DAT_001b0240 asm("DAT_001b0240");	0x00000000	data.s
DAT_001b0244	0x1b0244	__TEXT,__const	-	-	extern unsigned char DAT_001b0244 asm("DAT_001b0244");	0x04040404	data.s
DAT_001b02ec	0x1b02ec	__TEXT,__const	-	-	extern unsigned char DAT_001b02ec asm("DAT_001b02ec");	0x04040404	data.s
DAT_001b19e0	0x1b19e0	__TEXT,__const	-	-	extern unsigned char DAT_001b19e0 asm("DAT_001b19e0");	0x03000004	data.s
DAT_001b2994	0x1b2994	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2994 asm("DAT_001b2994");	0x00010200	data.s
UNK_001b29e4	0x1b29e4	__TEXT,__const	-	-	extern unsigned char UNK_001b29e4 asm("UNK_001b29e4");	0x00010200	data.s
DAT_001b2a64	0x1b2a64	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a64 asm("DAT_001b2a64");	0x00010203	data.s
DAT_001b2a68	0x1b2a68	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a68 asm("DAT_001b2a68");	0x04040404	data.s
DAT_001b2a6c	0x1b2a6c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a6c asm("DAT_001b2a6c");	0x00010101	data.s
DAT_001b2a70	0x1b2a70	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a70 asm("DAT_001b2a70");	0x01010100	data.s
DAT_001b2a74	0x1b2a74	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a74 asm("DAT_001b2a74");	0x00000000	data.s
DAT_001b2a78	0x1b2a78	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a78 asm("DAT_001b2a78");	0x01010101	data.s
_UNK_001b2a7c	0x1b2a7c	__TEXT,__const	-	-	extern unsigned char _UNK_001b2a7c asm("_UNK_001b2a7c");	0x00010303	data.s
DAT_001b2a80	0x1b2a80	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a80 asm("DAT_001b2a80");	0x01010101	data.s
DAT_001b2a84	0x1b2a84	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a84 asm("DAT_001b2a84");	0x01010101	data.s
DAT_001b2a88	0x1b2a88	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a88 asm("DAT_001b2a88");	0x00000000	data.s
DAT_001b2a8c	0x1b2a8c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a8c asm("DAT_001b2a8c");	0x03030303	data.s
DAT_001b2a90	0x1b2a90	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a90 asm("DAT_001b2a90");	0x02020202	data.s
DAT_001b2a94	0x1b2a94	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a94 asm("DAT_001b2a94");	0x01010101	data.s
DAT_001b2a98	0x1b2a98	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2a98 asm("DAT_001b2a98");	0x00000000	data.s
DAT_001b2aa4	0x1b2aa4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2aa4 asm("DAT_001b2aa4");	0x00010203	data.s
DAT_001b2aa8	0x1b2aa8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2aa8 asm("DAT_001b2aa8");	0x04040404	data.s
UNK_001b2aac	0x1b2aac	__TEXT,__const	undefined4	4	extern unsigned int UNK_001b2aac asm("UNK_001b2aac");	0x04040404	data.s
DAT_001b2ab0	0x1b2ab0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2ab0 asm("DAT_001b2ab0");	0x00010303	data.s
DAT_001b2ab4	0x1b2ab4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2ab4 asm("DAT_001b2ab4");	0x02020202	data.s
DAT_001b2ab8	0x1b2ab8	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2ab8 asm("DAT_001b2ab8");	0x01010101	data.s
DAT_001b2abc	0x1b2abc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2abc asm("DAT_001b2abc");	0x00000000	data.s
DAT_001b2ac0	0x1b2ac0	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2ac0 asm("DAT_001b2ac0");	0x00010203	data.s
DAT_001b2ac4	0x1b2ac4	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2ac4 asm("DAT_001b2ac4");	0x03030303	data.s
DAT_001b2acc	0x1b2acc	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2acc asm("DAT_001b2acc");	0x01010100	data.s
DAT_001b2ad0	0x1b2ad0	__TEXT,__const	-	-	extern unsigned char DAT_001b2ad0 asm("DAT_001b2ad0");	0x00000000	data.s
DAT_001b2be8	0x1b2be8	__TEXT,__const	-	-	extern unsigned char DAT_001b2be8 asm("DAT_001b2be8");	0x00000000	data.s
DAT_001b2c04	0x1b2c04	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2c04 asm("DAT_001b2c04");	0x01010100	data.s
DAT_001b2c08	0x1b2c08	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2c08 asm("DAT_001b2c08");	0x01010001	data.s
DAT_001b2c0c	0x1b2c0c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2c0c asm("DAT_001b2c0c");	0x01000101	data.s
DAT_001b2c10	0x1b2c10	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2c10 asm("DAT_001b2c10");	0x00010101	data.s
DAT_001b2c14	0x1b2c14	__TEXT,__const	-	-	extern unsigned char DAT_001b2c14 asm("DAT_001b2c14");	0x00000000	data.s
DAT_001b2d2c	0x1b2d2c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d2c asm("DAT_001b2d2c");	0x03030303	data.s
DAT_001b2d30	0x1b2d30	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d30 asm("DAT_001b2d30");	0x02020202	data.s
DAT_001b2d34	0x1b2d34	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d34 asm("DAT_001b2d34");	0x01010101	data.s
DAT_001b2d38	0x1b2d38	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d38 asm("DAT_001b2d38");	0x00000000	data.s
DAT_001b2d4c	0x1b2d4c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d4c asm("DAT_001b2d4c");	0x03030303	data.s
DAT_001b2d50	0x1b2d50	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d50 asm("DAT_001b2d50");	0x01010100	data.s
DAT_001b2d54	0x1b2d54	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d54 asm("DAT_001b2d54");	0x01010101	data.s
DAT_001b2d58	0x1b2d58	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d58 asm("DAT_001b2d58");	0x03030303	data.s
DAT_001b2d5c	0x1b2d5c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d5c asm("DAT_001b2d5c");	0x02020202	data.s
DAT_001b2d60	0x1b2d60	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d60 asm("DAT_001b2d60");	0x01010101	data.s
DAT_001b2d64	0x1b2d64	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d64 asm("DAT_001b2d64");	0x00000000	data.s
DAT_001b2d68	0x1b2d68	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d68 asm("DAT_001b2d68");	0x00010203	data.s
DAT_001b2d6c	0x1b2d6c	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d6c asm("DAT_001b2d6c");	0x00010101	data.s
DAT_001b2d70	0x1b2d70	__TEXT,__const	undefined4	4	extern unsigned int DAT_001b2d70 asm("DAT_001b2d70");	0x01010100	data.s
DAT_001b2eb8	0x1b2eb8	__TEXT,__eh_frame	-	-	extern unsigned char DAT_001b2eb8 asm("DAT_001b2eb8");	0x000007a0	data.s
DAT_001b40f0	0x1b40f0	__TEXT,__eh_frame	-	-	extern unsigned char DAT_001b40f0 asm("DAT_001b40f0");	0x00000000	data.s
DAT_001b81b8	0x1b81b8	__TEXT,__eh_frame	-	-	extern unsigned char DAT_001b81b8 asm("DAT_001b81b8");	0x00000014	data.s
DAT_001b9d04	0x1b9d04	__TEXT,__eh_frame	-	-	extern unsigned char DAT_001b9d04 asm("DAT_001b9d04");	0x00040000	data.s
UNK_001ba4e4	0x1ba4e4	__TEXT,__eh_frame	-	-	extern unsigned char UNK_001ba4e4 asm("UNK_001ba4e4");	0x000024e0	data.s
DAT_001d91f0	0x1d91f0	__DATA,__data	-	-	extern unsigned char DAT_001d91f0 asm("DAT_001d91f0");	0x00010000	data.s
DAT_001d92a8	0x1d92a8	__DATA,__data	-	-	extern unsigned char DAT_001d92a8 asm("DAT_001d92a8");	0x00000005	data.s
DAT_001d9358	0x1d9358	__DATA,__data	-	-	extern unsigned char DAT_001d9358 asm("DAT_001d9358");	0x00000004	data.s
DAT_001d9408	0x1d9408	__DATA,__data	-	-	extern unsigned char DAT_001d9408 asm("DAT_001d9408");	0x00000004	data.s
DAT_001d94b8	0x1d94b8	__DATA,__data	-	-	extern unsigned char DAT_001d94b8 asm("DAT_001d94b8");	0x00000003	data.s
DAT_001d9568	0x1d9568	__DATA,__data	-	-	extern unsigned char DAT_001d9568 asm("DAT_001d9568");	0x00000001	data.s
DAT_001d9594	0x1d9594	__DATA,__data	-	-	extern unsigned char DAT_001d9594 asm("DAT_001d9594");	0x00000004	data.s
DAT_001d9644	0x1d9644	__DATA,__data	-	-	extern unsigned char DAT_001d9644 asm("DAT_001d9644");	0x00000001	data.s
DAT_001d96f4	0x1d96f4	__DATA,__data	-	-	extern unsigned char DAT_001d96f4 asm("DAT_001d96f4");	0x00000001	data.s
DAT_001d9778	0x1d9778	__DATA,__data	-	-	extern unsigned char DAT_001d9778 asm("DAT_001d9778");	0x00000030	data.s
DAT_001d9888	0x1d9888	__DATA,__data	-	-	extern unsigned char DAT_001d9888 asm("DAT_001d9888");	0x00000001	data.s
DAT_001d98b0	0x1d98b0	__DATA,__data	-	-	extern unsigned char DAT_001d98b0 asm("DAT_001d98b0");	0x00000005	data.s
DAT_001d9960	0x1d9960	__DATA,__data	-	-	extern unsigned char DAT_001d9960 asm("DAT_001d9960");	0x00000004	data.s
DAT_001d9a10	0x1d9a10	__DATA,__data	-	-	extern unsigned char DAT_001d9a10 asm("DAT_001d9a10");	0x00000004	data.s
DAT_001d9ac0	0x1d9ac0	__DATA,__data	-	-	extern unsigned char DAT_001d9ac0 asm("DAT_001d9ac0");	0x00000003	data.s
DAT_001d9b70	0x1d9b70	__DATA,__data	-	-	extern unsigned char DAT_001d9b70 asm("DAT_001d9b70");	0x00000001	data.s
