name	address	section	ghidra_type	len	c_declaration	value	defined_in
DAT_001d9b9c	0x1d9b9c	__DATA,__data	-	-	extern unsigned char DAT_001d9b9c asm("DAT_001d9b9c");	0x00000004	data.s
DAT_001d9c4c	0x1d9c4c	__DATA,__data	-	-	extern unsigned char DAT_001d9c4c asm("DAT_001d9c4c");	0x00000001	data.s
DAT_001d9cfc	0x1d9cfc	__DATA,__data	-	-	extern unsigned char DAT_001d9cfc asm("DAT_001d9cfc");	0x00000000	data.s
DAT_001d9dac	0x1d9dac	__DATA,__data	-	-	extern unsigned char DAT_001d9dac asm("DAT_001d9dac");	0x00000001	data.s
DAT_001d9dd8	0x1d9dd8	__DATA,__data	-	-	extern unsigned char DAT_001d9dd8 asm("DAT_001d9dd8");	0x00010000	data.s
DAT_001d9eb0	0x1d9eb0	__DATA,__data	-	-	extern unsigned char DAT_001d9eb0 asm("DAT_001d9eb0");	0x00000030	data.s
DAT_001d9f34	0x1d9f34	__DATA,__data	-	-	extern unsigned char DAT_001d9f34 asm("DAT_001d9f34");	0x00000000	data.s
DAT_001d9f3c	0x1d9f3c	__DATA,__data	-	-	extern unsigned char DAT_001d9f3c asm("DAT_001d9f3c");	0x00000000	data.s
DAT_001d9f3e	0x1d9f3e	__DATA,__data	-	-	extern unsigned char DAT_001d9f3e asm("DAT_001d9f3e");	0x00000000	data.s
DAT_001d9f40	0x1d9f40	__DATA,__data	-	-	extern unsigned char DAT_001d9f40 asm("DAT_001d9f40");	0x00000000	data.s
DAT_001d9f44	0x1d9f44	__DATA,__data	-	-	extern unsigned char DAT_001d9f44 asm("DAT_001d9f44");	0x00000000	data.s
DAT_001d9f48	0x1d9f48	__DATA,__data	-	-	extern unsigned char DAT_001d9f48 asm("DAT_001d9f48");	0x00000000	data.s
DAT_001d9f4c	0x1d9f4c	__DATA,__data	-	-	extern unsigned char DAT_001d9f4c asm("DAT_001d9f4c");	0x00000000	data.s
DAT_001d9f50	0x1d9f50	__DATA,__data	-	-	extern unsigned char DAT_001d9f50 asm("DAT_001d9f50");	0x04218000	data.s
DAT_001d9f54	0x1d9f54	__DATA,__data	-	-	extern unsigned char DAT_001d9f54 asm("DAT_001d9f54");	0x003fc000	data.s
DAT_001d9fa0	0x1d9fa0	__DATA,__data	-	-	extern unsigned char DAT_001d9fa0 asm("DAT_001d9fa0");	0x03000000	data.s
DAT_001da00c	0x1da00c	__DATA,__data	-	-	extern unsigned char DAT_001da00c asm("DAT_001da00c");	0x06000000	data.s
DAT_001da054	0x1da054	__DATA,__data	-	-	extern unsigned char DAT_001da054 asm("DAT_001da054");	0x08000000	data.s
DAT_001da1bc	0x1da1bc	__DATA,__data	-	-	extern unsigned char DAT_001da1bc asm("DAT_001da1bc");	0x12000000	data.s
DAT_001da36c	0x1da36c	__DATA,__data	-	-	extern unsigned char DAT_001da36c asm("DAT_001da36c");	0x1e000000	data.s
DAT_001da630	0x1da630	__DATA,__data	-	-	extern unsigned char DAT_001da630 asm("DAT_001da630");	0x000087d5	data.s
DAT_001dac00	0x1dac00	__DATA,__data	-	-	extern unsigned char DAT_001dac00[] asm("DAT_001dac00");	0x00142435	data.s
DAT_001dac08	0x1dac08	__DATA,__data	-	-	extern unsigned char DAT_001dac08 asm("DAT_001dac08");	0x00000000	data.s
DAT_001dac34	0x1dac34	__DATA,__data	-	-	extern unsigned char DAT_001dac34 asm("DAT_001dac34");	0x006e0000	data.s
DAT_001dac38	0x1dac38	__DATA,__data	-	-	extern unsigned char DAT_001dac38 asm("DAT_001dac38");	0x00000000	data.s
DAT_001dac3c	0x1dac3c	__DATA,__data	-	-	extern unsigned char DAT_001dac3c asm("DAT_001dac3c");	0x00000000	data.s
DAT_001dac40	0x1dac40	__DATA,__data	-	-	extern unsigned char DAT_001dac40 asm("DAT_001dac40");	0x00000000	data.s
DAT_001db2d4	0x1db2d4	__DATA,__data	-	-	extern unsigned char DAT_001db2d4 asm("DAT_001db2d4");	0x6a4a007c	data.s
DAT_001db2d8	0x1db2d8	__DATA,__data	-	-	extern unsigned char DAT_001db2d8 asm("DAT_001db2d8");	0x00080000	data.s
PTR_FUN_001db2dc	0x1db2dc	__DATA,__data	pointer	4	extern unsigned char *PTR_FUN_001db2dc[] asm("PTR_FUN_001db2dc");	pointer -> FUN_00044ac0	data.s
DAT_001db2e0	0x1db2e0	__DATA,__data	-	-	extern unsigned char DAT_001db2e0 asm("DAT_001db2e0");	0x20000000	data.s
DAT_001db2e4	0x1db2e4	__DATA,__data	-	-	extern unsigned char DAT_001db2e4 asm("DAT_001db2e4");	0x6b4a0054	data.s
DAT_001db2e8	0x1db2e8	__DATA,__data	-	-	extern unsigned char DAT_001db2e8 asm("DAT_001db2e8");	0x00000000	data.s
PTR_FUN_001db2ec	0x1db2ec	__DATA,__data	pointer	4	extern unsigned char *PTR_FUN_001db2ec[] asm("PTR_FUN_001db2ec");	pointer -> FUN_0003fd80	data.s
DAT_001db2f0	0x1db2f0	__DATA,__data	-	-	extern unsigned char DAT_001db2f0 asm("DAT_001db2f0");	0x20000000	data.s
DAT_001db2f4	0x1db2f4	__DATA,__data	-	-	extern unsigned char DAT_001db2f4 asm("DAT_001db2f4");	0x6c6e0000	data.s
DAT_001db344	0x1db344	__DATA,__data	undefined4	4	extern unsigned int DAT_001db344 asm("DAT_001db344");	0x00000008	data.s
DAT_001db348	0x1db348	__DATA,__data	-	-	extern unsigned char DAT_001db348 asm("DAT_001db348");	0x00000000	data.s
DAT_001db368	0x1db368	__DATA,__data	-	-	extern unsigned char DAT_001db368 asm("DAT_001db368");	0x00000000	data.s
DAT_001db440	0x1db440	__DATA,__data	-	-	extern unsigned char DAT_001db440 asm("DAT_001db440");	0x00000000	data.s
DAT_001db5b8	0x1db5b8	__DATA,__data	-	-	extern unsigned char DAT_001db5b8 asm("DAT_001db5b8");	0x00000000	data.s
DAT_001db5bc	0x1db5bc	__DATA,__data	-	-	extern unsigned char DAT_001db5bc asm("DAT_001db5bc");	0x00000000	data.s
DAT_001db5c0	0x1db5c0	__DATA,__data	-	-	extern unsigned char DAT_001db5c0 asm("DAT_001db5c0");	0x00000000	data.s
DAT_001db5c4	0x1db5c4	__DATA,__data	-	-	extern unsigned char DAT_001db5c4 asm("DAT_001db5c4");	0x00000000	data.s
DAT_001db928	0x1db928	__DATA,__data	undefined4	4	extern unsigned int DAT_001db928 asm("DAT_001db928");	0x00000000	data.s
DAT_001db92c	0x1db92c	__DATA,__data	undefined4	4	extern unsigned int DAT_001db92c asm("DAT_001db92c");	0x00000000	data.s
DAT_001db930	0x1db930	__DATA,__data	undefined4	4	extern unsigned int DAT_001db930 asm("DAT_001db930");	0x00000000	data.s
DAT_001db934	0x1db934	__DATA,__data	undefined4	4	extern unsigned int DAT_001db934 asm("DAT_001db934");	0x00000000	data.s
DAT_001db938	0x1db938	__DATA,__data	undefined4	4	extern unsigned int DAT_001db938 asm("DAT_001db938");	0x00000000	data.s
DAT_001db98c	0x1db98c	__DATA,__data	-	-	extern unsigned char DAT_001db98c asm("DAT_001db98c");	0x00000000	data.s
DAT_001db998	0x1db998	__DATA,__data	-	-	extern unsigned char DAT_001db998 asm("DAT_001db998");	0x000087d5	data.s
DAT_001db9a8	0x1db9a8	__DATA,__data	-	-	extern unsigned char DAT_001db9a8 asm("DAT_001db9a8");	0x00000001	data.s
PTR_FUN_001db9b8	0x1db9b8	__DATA,__data	undefined *	4	extern unsigned char *PTR_FUN_001db9b8[] asm("PTR_FUN_001db9b8");	pointer -> FUN_00057cf0	data.s
PTR_FUN_001dba14	0x1dba14	__DATA,__data	undefined *	4	extern int (*PTR_FUN_001dba14)() asm("PTR_FUN_001dba14");	pointer -> FUN_0005cc20	data.s
DAT_001dba44	0x1dba44	__DATA,__data	undefined4	4	extern unsigned int DAT_001dba44 asm("DAT_001dba44");	0x000308c8	data.s
DAT_001dba98	0x1dba98	__DATA,__data	undefined4	4	extern unsigned int DAT_001dba98 asm("DAT_001dba98");	0x00000004	data.s
DAT_001dbab8	0x1dbab8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbab8 asm("DAT_001dbab8");	0x00000002	data.s
DAT_001dbca8	0x1dbca8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbca8 asm("DAT_001dbca8");	0x000000ff	data.s
DAT_001dbcac	0x1dbcac	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcac asm("DAT_001dbcac");	0x0ff3f8fe	data.s
DAT_001dbcb0	0x1dbcb0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcb0 asm("DAT_001dbcb0");	0x00f00202	data.s
DAT_001dbcb4	0x1dbcb4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcb4 asm("DAT_001dbcb4");	0x00d10001	data.s
DAT_001dbcb8	0x1dbcb8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcb8 asm("DAT_001dbcb8");	0x016da001	data.s
DAT_001dbcbc	0x1dbcbc	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcbc asm("DAT_001dbcbc");	0x016da001	data.s
DAT_001dbcc0	0x1dbcc0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcc0 asm("DAT_001dbcc0");	0x00f02202	data.s
DAT_001dbcc4	0x1dbcc4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcc4 asm("DAT_001dbcc4");	0x00d10021	data.s
DAT_001dbcc8	0x1dbcc8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcc8 asm("DAT_001dbcc8");	0x016da021	data.s
DAT_001dbccc	0x1dbccc	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbccc asm("DAT_001dbccc");	0x016da021	data.s
DAT_001dbcd0	0x1dbcd0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcd0 asm("DAT_001dbcd0");	0x00000082	data.s
DAT_001dbcd4	0x1dbcd4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcd4 asm("DAT_001dbcd4");	0x00000003	data.s
DAT_001dbcd8	0x1dbcd8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcd8 asm("DAT_001dbcd8");	0x00000003	data.s
DAT_001dbcdc	0x1dbcdc	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcdc asm("DAT_001dbcdc");	0x00000003	data.s
DAT_001dbce0	0x1dbce0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbce0 asm("DAT_001dbce0");	0x00000003	data.s
DAT_001dbce4	0x1dbce4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbce4 asm("DAT_001dbce4");	0x00000001	data.s
DAT_001dbce8	0x1dbce8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbce8 asm("DAT_001dbce8");	0x00000001	data.s
DAT_001dbcec	0x1dbcec	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcec asm("DAT_001dbcec");	0x00000001	data.s
DAT_001dbcf0	0x1dbcf0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcf0 asm("DAT_001dbcf0");	0x00000001	data.s
DAT_001dbcf4	0x1dbcf4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcf4 asm("DAT_001dbcf4");	0x00000002	data.s
DAT_001dbcf8	0x1dbcf8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcf8 asm("DAT_001dbcf8");	0x00000002	data.s
DAT_001dbcfc	0x1dbcfc	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbcfc asm("DAT_001dbcfc");	0x00000002	data.s
DAT_001dbd00	0x1dbd00	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd00 asm("DAT_001dbd00");	0x00000002	data.s
DAT_001dbd04	0x1dbd04	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd04 asm("DAT_001dbd04");	0x00000001	data.s
DAT_001dbd08	0x1dbd08	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd08 asm("DAT_001dbd08");	0x00000000	data.s
DAT_001dbd0c	0x1dbd0c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd0c asm("DAT_001dbd0c");	0x00000000	data.s
DAT_001dbd10	0x1dbd10	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd10 asm("DAT_001dbd10");	0x00000000	data.s
DAT_001dbd14	0x1dbd14	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd14 asm("DAT_001dbd14");	0x00000000	data.s
DAT_001dbd18	0x1dbd18	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd18 asm("DAT_001dbd18");	0x00000001	data.s
DAT_001dbd1c	0x1dbd1c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd1c asm("DAT_001dbd1c");	0x00000002	data.s
DAT_001dbd20	0x1dbd20	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd20 asm("DAT_001dbd20");	0x00000003	data.s
DAT_001dbd24	0x1dbd24	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd24 asm("DAT_001dbd24");	0x00000001	data.s
DAT_001dbd28	0x1dbd28	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd28 asm("DAT_001dbd28");	0x00000001	data.s
DAT_001dbd2c	0x1dbd2c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd2c asm("DAT_001dbd2c");	0x00000001	data.s
DAT_001dbd30	0x1dbd30	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd30 asm("DAT_001dbd30");	0x00000001	data.s
DAT_001dbd34	0x1dbd34	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd34 asm("DAT_001dbd34");	0x00000004	data.s
DAT_001dbd38	0x1dbd38	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd38 asm("DAT_001dbd38");	0x00000004	data.s
DAT_001dbd3c	0x1dbd3c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd3c asm("DAT_001dbd3c");	0x00000004	data.s
DAT_001dbd40	0x1dbd40	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd40 asm("DAT_001dbd40");	0x00000004	data.s
DAT_001dbd44	0x1dbd44	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd44 asm("DAT_001dbd44");	0x00000000	data.s
DAT_001dbd48	0x1dbd48	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd48 asm("DAT_001dbd48");	0x00000000	data.s
DAT_001dbd4c	0x1dbd4c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd4c asm("DAT_001dbd4c");	0x00000000	data.s
DAT_001dbd50	0x1dbd50	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd50 asm("DAT_001dbd50");	0x00000001	data.s
DAT_001dbd54	0x1dbd54	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd54 asm("DAT_001dbd54");	0x00000000	data.s
DAT_001dbd58	0x1dbd58	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd58 asm("DAT_001dbd58");	0x00000000	data.s
DAT_001dbd5c	0x1dbd5c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd5c asm("DAT_001dbd5c");	0x00000001	data.s
DAT_001dbd60	0x1dbd60	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd60 asm("DAT_001dbd60");	0x00000000	data.s
DAT_001dbd64	0x1dbd64	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd64 asm("DAT_001dbd64");	0x00000000	data.s
DAT_001dbd68	0x1dbd68	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd68 asm("DAT_001dbd68");	0x00000001	data.s
DAT_001dbd6c	0x1dbd6c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd6c asm("DAT_001dbd6c");	0x00000000	data.s
DAT_001dbd70	0x1dbd70	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd70 asm("DAT_001dbd70");	0x00000000	data.s
DAT_001dbd74	0x1dbd74	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd74 asm("DAT_001dbd74");	0x00000000	data.s
DAT_001dbd78	0x1dbd78	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd78 asm("DAT_001dbd78");	0x00000001	data.s
DAT_001dbd7c	0x1dbd7c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd7c asm("DAT_001dbd7c");	0x00000002	data.s
DAT_001dbd80	0x1dbd80	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd80 asm("DAT_001dbd80");	0x00000004	data.s
DAT_001dbd84	0x1dbd84	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd84 asm("DAT_001dbd84");	0x00000001	data.s
DAT_001dbd88	0x1dbd88	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd88 asm("DAT_001dbd88");	0x00000001	data.s
DAT_001dbd8c	0x1dbd8c	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd8c asm("DAT_001dbd8c");	0x00000001	data.s
DAT_001dbd90	0x1dbd90	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbd90 asm("DAT_001dbd90");	0x00000000	data.s
DAT_001dbd94	0x1dbd94	__DATA,__data	-	-	extern unsigned char DAT_001dbd94 asm("DAT_001dbd94");	0x00000001	data.s
DAT_001dbda4	0x1dbda4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbda4 asm("DAT_001dbda4");	0x00000004	data.s
DAT_001dbda8	0x1dbda8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbda8 asm("DAT_001dbda8");	0x00000004	data.s
DAT_001dbdac	0x1dbdac	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdac asm("DAT_001dbdac");	0x00000004	data.s
DAT_001dbdb0	0x1dbdb0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdb0 asm("DAT_001dbdb0");	0x00000005	data.s
DAT_001dbdb4	0x1dbdb4	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdb4 asm("DAT_001dbdb4");	0x00000005	data.s
DAT_001dbdb8	0x1dbdb8	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdb8 asm("DAT_001dbdb8");	0x00000005	data.s
DAT_001dbdbc	0x1dbdbc	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdbc asm("DAT_001dbdbc");	0x00000005	data.s
DAT_001dbdc0	0x1dbdc0	__DATA,__data	undefined4	4	extern unsigned int DAT_001dbdc0 asm("DAT_001dbdc0");	0x00000005	data.s
PTR_DAT_001dbdd4	0x1dbdd4	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001dbdd4[] asm("PTR_DAT_001dbdd4");	pointer -> LD_1dbde4	data.s
DAT_001dbdfc	0x1dbdfc	__DATA,__data	-	-	extern unsigned char DAT_001dbdfc asm("DAT_001dbdfc");	0x00000001	data.s
PTR_DAT_001dbe3c	0x1dbe3c	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001dbe3c[] asm("PTR_DAT_001dbe3c");	pointer -> LD_1dbe64	data.s
PTR_DAT_001dbe84	0x1dbe84	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001dbe84[] asm("PTR_DAT_001dbe84");	pointer -> LD_1dbe98	data.s
DAT_001dbea4	0x1dbea4	__DATA,__data	-	-	extern unsigned char DAT_001dbea4 asm("DAT_001dbea4");	0x00000020	data.s
DAT_001dbeac	0x1dbeac	__DATA,__data	-	-	extern unsigned char DAT_001dbeac asm("DAT_001dbeac");	0x00000100	data.s
DAT_001dbec4	0x1dbec4	__DATA,__data	-	-	extern unsigned char DAT_001dbec4 asm("DAT_001dbec4");	0x00000000	data.s
DAT_001dbed4	0x1dbed4	__DATA,__data	-	-	extern unsigned char DAT_001dbed4 asm("DAT_001dbed4");	0x99998888	data.s
DAT_001dbf2c	0x1dbf2c	__DATA,__data	-	-	extern unsigned char DAT_001dbf2c asm("DAT_001dbf2c");	0x00000000	data.s
DAT_001dbf70	0x1dbf70	__DATA,__data	-	-	extern unsigned char DAT_001dbf70 asm("DAT_001dbf70");	0x00000001	data.s
PTR_s_IF_b_001dc2cc	0x1dc2cc	__DATA,__data	pointer	4	extern unsigned char *PTR_s_IF_b_001dc2cc[] asm("PTR_s_IF_b_001dc2cc");	pointer -> LD_1a6a00	data.s
PTR_s_0x55_0_JUMP_NONE_NONE_NONE_001dc2d0	0x1dc2d0	__DATA,__data	pointer	4	extern unsigned char *PTR_s_0x55_0_JUMP_NONE_NONE_NONE_001dc2d0 asm("PTR_s_0x55_0_JUMP_NONE_NONE_NONE_001dc2d0");	pointer -> LD_1a6a0c	data.s
PTR_s_0xaa_0_JUMP_NONE_NONE_NONE_001dc2d8	0x1dc2d8	__DATA,__data	undefined *	4	extern unsigned char PTR_s_0xaa_0_JUMP_NONE_NONE_NONE_001dc2d8[] asm("PTR_s_0xaa_0_JUMP_NONE_NONE_NONE_001dc2d8");	pointer -> LD_1a6a38	data.s
PTR_s__position_001dc3f4	0x1dc3f4	__DATA,__data	undefined *	4	extern unsigned char *PTR_s__position_001dc3f4[] asm("PTR_s__position_001dc3f4");	pointer -> LD_1a7d8c	data.s
PTR_s_OPT_IGNORE_DEFINED_CONSTANTS_001dc444	0x1dc444	__DATA,__data	pointer	4	extern unsigned char *PTR_s_OPT_IGNORE_DEFINED_CONSTANTS_001dc444 asm("PTR_s_OPT_IGNORE_DEFINED_CONSTANTS_001dc444");	pointer -> LD_1a8d5c	data.s
DAT_001dc58c	0x1dc58c	__DATA,__data	undefined4	4	extern unsigned char DAT_001dc58c[] asm("DAT_001dc58c");	0x0000000f	data.s
UNK_001dc660	0x1dc660	__DATA,__data	undefined4	4	extern unsigned int UNK_001dc660 asm("UNK_001dc660");	0x0000008a	data.s
UNK_001dc66c	0x1dc66c	__DATA,__data	undefined4	4	extern unsigned int UNK_001dc66c asm("UNK_001dc66c");	0x00000089	data.s
PTR_DAT_001dc75c	0x1dc75c	__DATA,__data	undefined *	4	extern unsigned char PTR_DAT_001dc75c asm("PTR_DAT_001dc75c");	pointer -> LD_1ae874	data.s
PTR_DAT_001dc76c	0x1dc76c	__DATA,__data	undefined *	4	extern unsigned char *PTR_DAT_001dc76c[] asm("PTR_DAT_001dc76c");	pointer -> LD_1ad470	data.s
PTR_DAT_001dc77c	0x1dc77c	__DATA,__data	undefined *	4	extern unsigned char *PTR_DAT_001dc77c[] asm("PTR_DAT_001dc77c");	pointer -> LD_1ad020	data.s
PTR_DAT_001dc78c	0x1dc78c	__DATA,__data	undefined *	4	extern unsigned char *PTR_DAT_001dc78c[] asm("PTR_DAT_001dc78c");	pointer -> LD_1ad1a0	data.s
DAT_001dca64	0x1dca64	__DATA,__data	-	-	extern unsigned char DAT_001dca64 asm("DAT_001dca64");	0x00000008	data.s
DAT_001df1fc	0x1df1fc	__DATA,__data	-	-	extern unsigned char DAT_001df1fc asm("DAT_001df1fc");	0x00000008	data.s
s_MUL_V_001df634	0x1df634	__DATA,__data	string	6	extern char s_MUL_V_001df634[] asm("s_MUL_V_001df634");	0x4d554c5f	data.s
DAT_001e1994	0x1e1994	__DATA,__data	-	-	extern unsigned char DAT_001e1994 asm("DAT_001e1994");	0x00000000	data.s
DAT_001e1c1c	0x1e1c1c	__DATA,__data	undefined4	4	extern unsigned int DAT_001e1c1c asm("DAT_001e1c1c");	0x00000000	data.s
DAT_001e1c2c	0x1e1c2c	__DATA,__data	undefined4	4	extern unsigned int DAT_001e1c2c asm("DAT_001e1c2c");	0x00000005	data.s
DAT_001e1c30	0x1e1c30	__DATA,__data	undefined4	4	extern unsigned int DAT_001e1c30 asm("DAT_001e1c30");	0x00000000	data.s
PTR_DAT_001e1c34	0x1e1c34	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001e1c34 asm("PTR_DAT_001e1c34");	pointer -> LD_1adc44	data.s
DAT_001e25f4	0x1e25f4	__DATA,__data	undefined4	4	extern unsigned int DAT_001e25f4 asm("DAT_001e25f4");	0x00000000	data.s
DAT_001e2604	0x1e2604	__DATA,__data	undefined4	4	extern unsigned int DAT_001e2604 asm("DAT_001e2604");	0x00000005	data.s
DAT_001e2608	0x1e2608	__DATA,__data	undefined4	4	extern unsigned int DAT_001e2608 asm("DAT_001e2608");	0x00000000	data.s
PTR_DAT_001e260c	0x1e260c	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001e260c asm("PTR_DAT_001e260c");	pointer -> LD_1adf48	data.s
PTR_DAT_001e2630	0x1e2630	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001e2630 asm("PTR_DAT_001e2630");	pointer -> LD_1af548	data.s
PTR_DAT_001e269c	0x1e269c	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001e269c asm("PTR_DAT_001e269c");	pointer -> LD_1ab8ac	data.s
PTR_DAT_001e27bc	0x1e27bc	__DATA,__data	pointer	4	extern unsigned char *PTR_DAT_001e27bc asm("PTR_DAT_001e27bc");	pointer -> LD_1af3c8	data.s
DAT_001e3520	0x1e3520	__DATA,__data	-	-	extern unsigned char DAT_001e3520 asm("DAT_001e3520");	0x000000c3	data.s
DAT_001e39a4	0x1e39a4	__DATA,__data	-	-	extern unsigned char DAT_001e39a4 asm("DAT_001e39a4");	0x00000000	data.s
DAT_001e3a54	0x1e3a54	__DATA,__data	-	-	extern unsigned char DAT_001e3a54 asm("DAT_001e3a54");	0x00000004	data.s
DAT_001e59b4	0x1e59b4	__DATA,__data	-	-	extern unsigned char DAT_001e59b4 asm("DAT_001e59b4");	0x00000000	data.s
DAT_001e5a44	0x1e5a44	__DATA,__data	-	-	extern unsigned char DAT_001e5a44 asm("DAT_001e5a44");	0x00000000	data.s
DAT_001e5ad4	0x1e5ad4	__DATA,__data	-	-	extern unsigned char DAT_001e5ad4 asm("DAT_001e5ad4");	0x00000000	data.s
DAT_001e5b64	0x1e5b64	__DATA,__data	-	-	extern unsigned char DAT_001e5b64 asm("DAT_001e5b64");	0x00000000	data.s
DAT_001e5bf4	0x1e5bf4	__DATA,__data	-	-	extern unsigned char DAT_001e5bf4 asm("DAT_001e5bf4");	0x00000000	data.s
DAT_001e5c84	0x1e5c84	__DATA,__data	-	-	extern unsigned char DAT_001e5c84 asm("DAT_001e5c84");	0x00000000	data.s
DAT_001e5d14	0x1e5d14	__DATA,__data	-	-	extern unsigned char DAT_001e5d14 asm("DAT_001e5d14");	0x00000000	data.s
DAT_001e5da4	0x1e5da4	__DATA,__data	-	-	extern unsigned char DAT_001e5da4 asm("DAT_001e5da4");	0x00000000	data.s
DAT_001e5e34	0x1e5e34	__DATA,__data	-	-	extern unsigned char DAT_001e5e34 asm("DAT_001e5e34");	0x00000000	data.s
DAT_001e5ec4	0x1e5ec4	__DATA,__data	-	-	extern unsigned char DAT_001e5ec4 asm("DAT_001e5ec4");	0x00000000	data.s
DAT_001e5f54	0x1e5f54	__DATA,__data	-	-	extern unsigned char DAT_001e5f54 asm("DAT_001e5f54");	0x00000000	data.s
DAT_001e6014	0x1e6014	__DATA,__data	-	-	extern unsigned char DAT_001e6014 asm("DAT_001e6014");	0x00000000	data.s
DAT_001e60a4	0x1e60a4	__DATA,__data	-	-	extern unsigned char DAT_001e60a4 asm("DAT_001e60a4");	0x00000000	data.s
DAT_001e6134	0x1e6134	__DATA,__data	undefined4	4	extern unsigned int DAT_001e6134 asm("DAT_001e6134");	0x00000001	data.s
