8b6d0	FUN_0008b6d0	r5	PASS-deep	8b6f0 bl 0x89740
8b960	FUN_0008b960	r5	PASS-deep	8b978 bl 0x89740
8b9f0	FUN_0008b9f0	r5	PASS-deep	8baf4 bl 0x88e70
8c590	FUN_0008c590	r7	PASS-indirect	8c5d8 bctrl 
8c590	FUN_0008c590	r8	PASS-indirect	8c5d8 bctrl 
8dc50	FUN_0008dc50	r5	PASS-indirect	8dce8 bctrl 
8dc50	FUN_0008dc50	r6	PASS-indirect	8dce8 bctrl 
8dc50	FUN_0008dc50	r7	PASS-indirect	8dce8 bctrl 
8dc50	FUN_0008dc50	r8	PASS-indirect	8dce8 bctrl 
8f520	FUN_0008f520	r4	PASS-indirect	8f558 bctrl 
8f520	FUN_0008f520	r5	PASS-indirect	8f558 bctrl 
8f520	FUN_0008f520	r6	PASS-indirect	8f558 bctrl 
8f520	FUN_0008f520	r7	PASS-indirect	8f558 bctrl 
8f520	FUN_0008f520	r8	PASS-indirect	8f558 bctrl 
8f760	FUN_0008f760	r7	PASS-indirect	8f7d0 bl 0x8c590
8f760	FUN_0008f760	r8	PASS-indirect	8f7d0 bl 0x8c590
8f760	FUN_0008f760	r10	PASS-indirect	8f7d0 bl 0x8c590
8fb70	FUN_0008fb70	r6	PASS-indirect	8fba0 bl 0x86840
8fb70	FUN_0008fb70	r7	PASS-indirect	8fba0 bl 0x86840
8fb70	FUN_0008fb70	r8	PASS-indirect	8fba0 bl 0x86840
9c700	FUN_0009c700	r5	PASS-indirect	9c740 bl 0x9a990
9c700	FUN_0009c700	r6	PASS-indirect	9c740 bl 0x9a990
9c700	FUN_0009c700	r7	PASS-indirect	9c740 bl 0x9a990
9c700	FUN_0009c700	r8	PASS-indirect	9c740 bl 0x9a990
a0380	FUN_000a0380	r10	PASS-no	a03c8 bl 0xa0290
a0d70	FUN_000a0d70	r6	PASS-no	a0dac bl 0xa0290
a0d70	FUN_000a0d70	r7	PASS-no	a0dac bl 0xa0290
a0d70	FUN_000a0d70	r8	PASS-no	a0dac bl 0xa0290
a4980	FUN_000a4980	r8	PASS-no	a4994 bl 0x1a3258
a5c40	FUN_000a5c40	r5	PASS-indirect	a5e14 bctrl 
a5c40	FUN_000a5c40	r6	PASS-indirect	a5e14 bctrl 
a5c40	FUN_000a5c40	r7	PASS-indirect	a5e14 bctrl 
a5c40	FUN_000a5c40	r8	PASS-indirect	a5e14 bctrl 
a6500	FUN_000a6500	r5	PASS-no	a6524 bl 0x4e990
a6500	FUN_000a6500	r6	PASS-no	a6524 bl 0x4e990
a6500	FUN_000a6500	r7	PASS-no	a6524 bl 0x4e990
a6500	FUN_000a6500	r8	PASS-no	a6524 bl 0x4e990
a7050	FUN_000a7050	r5	PASS-indirect	a721c bctrl 
a7050	FUN_000a7050	r6	PASS-indirect	a721c bctrl 
afe40	FUN_000afe40	r7	PASS-indirect	afed8 bctrl 
afe40	FUN_000afe40	r8	PASS-indirect	afed8 bctrl 
b3630	FUN_000b3630	r6	PASS-indirect	b3764 bl 0xb15d0
b3630	FUN_000b3630	r7	PASS-indirect	b3764 bl 0xb15d0
b3630	FUN_000b3630	r8	PASS-indirect	b3764 bl 0xb15d0
b5010	FUN_000b5010	r7	PASS-no	b5068 bl 0xb4f50
